rank,ingredient,product_count,therapeutic_class,precheck_class,proposed_nutrient,mechanism,detector_key,potassium_safety,risk_level,recovery_promoted,reason
222,아토르바스타틴칼슘/에제티미브,16,고지혈증,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
223,펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1),16,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
224,에베로리무스,16,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
225,도르졸라미드염산염/티몰롤말레산염,16,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
226,로수바스타틴칼슘(미분화),15,고지혈증,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
227,라베프라졸나트륨/탄산수소나트륨,15,소화/위장,already_covered_or_drafted,,,,false,,false,이미 relation 보유(라베프라졸) — 재후보화 불필요.
228,졸피뎀타르타르산염,15,정신건강(민감),sensitive_hold,,,,false,,false,민감/고위험군(정신건강(민감)) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
229,세프라딘수화물,15,항생/항균,source_check_candidate,철분,absorption,iron_absorption,false,low,false,1세대 세팔로스포린×철. 철 킬레이션 근거 약함 — 직접 동거어 없으면 reject.
230,메게스트롤아세테이트,15,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
231,세프프로질수화물,15,항생/항균,source_check_candidate,철분,absorption,iron_absorption,false,low,false,세프프로질(다른 표기/염형). 라벨 직접 동거어만 채택.
232,펜타닐,15,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
233,아지트로마이신수화물,14,항생/항균,source_check_candidate,마그네슘,absorption,mg_absorption,false,low,false,"마크로라이드: Al/Mg 함유 제산제 병용시 최고혈중농도 저하 라벨 개연. ⚠️CQ-103(펙소페나딘)과 동형 antacid-direction — 병용금지/제산제 대상이라 separation 트랙 부적합 가능, antacid_interaction 트랙 후보."
234,이트라코나졸펠렛,14,항진균,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
235,시타글립틴염산염수화물/다파글리플로진시트르산(미분화),14,당뇨,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
236,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염,14,해열진통/소염,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
237,암로디핀베실산염/발사르탄,14,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
238,에제티미브/로수바스타틴칼슘,14,고지혈증,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
239,슈도에페드린염산염/에바스틴,14,호흡기/알레르기,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
240,아테놀롤,14,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
241,플루오르화나트륨,14,기타,source_check_candidate,칼슘,absorption,calcium_absorption,false,low,false,불화나트륨: 칼슘(우유·칼슘제)과 동시복용시 난용성 불화칼슘 형성→흡수 저하 라벨 개연. 단일 경구 정제 실측 필요.
242,보티옥세틴브롬화수소산염,14,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
243,이소트레티노인,14,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
244,리도카인염산염수화물,14,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
245,라타노프로스트,14,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
246,폴리카르보필칼슘,14,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
247,메틸페니데이트염산염,14,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
248,트라넥삼산,14,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
249,디클로페낙디에틸암모늄,13,해열진통/소염,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
250,클로피도그렐황산염/아스피린장용펠렛,13,항혈전(민감),sensitive_hold,,,,false,,false,민감/고위험군(항혈전(민감)) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
251,암피실린나트륨/설박탐나트륨,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
252,에날라프릴말레산염,13,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
253,빌다글립틴,13,당뇨,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
254,시메티콘,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
255,히드로퀴논,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
256,무피로신,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
257,D-판테놀,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
258,피마사르탄칼륨삼수화물,13,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
259,나파모스타트메실산염,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
260,프로포폴,13,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
261,아스코르브산/리소짐염산염/토코페롤아세테이트 2배산/카르바조크롬,13,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
262,덱스메데토미딘염산염,13,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
263,로수바스타틴칼슘/발사르탄,13,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
264,데노수맙,13,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
265,디클로페낙β-디메틸아미노에탄올,12,해열진통/소염,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
266,이트라코나졸,12,항진균,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
267,비소프롤롤푸마르산염,12,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
268,칸데사르탄실렉세틸/S-암로디핀베실산염2.5수화물,12,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
269,텔미사르탄/로수바스타틴칼슘/에제티미브(미분화)/암로디핀베실산염,12,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
270,텔미사르탄/로수바스타틴칼슘/에제티미브,12,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
271,탄산수소나트륨/라베프라졸나트륨,12,소화/위장,already_covered_or_drafted,,,,false,,false,이미 relation 보유(라베프라졸) — 재후보화 불필요.
272,도네페질염산염,12,신경/뇌,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
273,나부메톤,12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
274,트리암시놀론아세토니드,12,기타,source_check_candidate,칼륨,depletion,potassium,true,low,false,전신 코르티코스테로이드×칼륨 고갈 가설(메틸프레드니솔론/히드로코르티손 선례). ⚠️외용·관절강·주사 제형 비중 큼 — 국내 단일 경구 완제품목 미확보시 needs_review.
275,테노포비르디소프록실,12,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
276,S-암로디핀베실산염2.5수화물/발사르탄/인다파미드,12,고혈압/심혈관,already_covered_or_drafted,,,,false,,false,이미 relation 보유(인다파미드) — 재후보화 불필요.
277,암로디핀베실산염/발사르탄/클로르탈리돈,12,고혈압/심혈관,already_covered_or_drafted,,,,false,,false,이미 relation 보유(클로르탈리돈) — 재후보화 불필요.
278,자일로메타졸린염산염,12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
279,벤지다민염산염,12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
280,레보도파/카르비도파수화물/엔타카폰,12,기타,source_check_candidate,철분,absorption,iron_absorption,false,low,false,"레보도파×철: 철분제와 킬레이트 형성→흡수 저하 라벨 개연. ⚠️복합제(3성분) — 단일성분 아님, 라벨 직접 동거어 + 완제품목 실측 필요."
281,페람파넬(미분화),12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
282,실데나필,12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
283,엘로티닙염산염,12,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
284,로수바스타틴칼슘/암로디핀베실산염,12,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
285,팔보시클립,12,기타,sensitive_hold,,,,false,,false,민감/고위험군(항암/면역억제/마취·규제/정신건강/항혈전) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
286,갈란타민브롬화수소산염,12,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
287,에독사반베실산염수화물,12,항혈전(민감),sensitive_hold,,,,false,,false,민감/고위험군(항혈전(민감)) — 임상판단·출혈/상호작용/이식/규제 위험으로 참고정보 베타 범위 밖(clinical reviewer 트랙 전 hold).
288,독시사이클린,11,항생/항균,already_covered_or_drafted,,,,false,,false,이미 relation 보유(독시사이클린) — 재후보화 불필요.
289,덱시부프로펜 디.씨.,11,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
290,발라시클로비르염산염,11,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
291,란소프라졸/침강탄산칼슘,11,소화/위장,already_covered_or_drafted,,,,false,,false,이미 relation 보유(란소프라졸) — 재후보화 불필요.
292,돔페리돈말레산염,11,소화/위장,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
293,파모티딘/수산화마그네슘/침강탄산칼슘,11,소화/위장,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
294,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,11,해열진통/소염,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
295,텔미사르탄/암로디핀베실산염/로수바스타틴칼슘,11,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
296,칸데사르탄실렉세틸/암로디핀베실산염,11,고혈압/심혈관,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
297,모사프리드시트르산염이수화물,11,소화/위장,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
298,베포타스틴살리실산염,11,기타,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
299,메퀴타진/벨라돈나총알칼로이드/글리시리진산이칼륨/슈도에페드린염산염/카페인무수물,11,호흡기/알레르기,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
300,슈도에페드린염산염/트리프롤리딘염산염수화물,11,호흡기/알레르기,rejected_precheck,,,,false,,false,허가사항에 6대 영양소(철/칼슘/Mg/아연/칼륨) 직접 상호작용/이상반응 동거어 개연 낮음 (품목수만으로 후보화 금지·계열 일반화 금지·칼슘/칼륨 짝이온염 트랩 제외).
