candidate_id,drug_ingredient,nutrient,relation_type,mechanism,source_status,source_url_or_basis,itemseqs_checked,evidence_snippet,source_checked_at,evidence_strength,risk_level,potassium_safety_card,pass_to_draft,rejection_or_needs_review_reason,safe_user_copy,internal_note,adversarial_verdict,adversarial_itemseq,adversarial_quote
D-CORT-04,덱사메타손,칼륨,monitoring,depletion,source_confirmed,식약처 nedrug getItemDetail / 덱사메타손 / itemSeq 202203949;196300064;199401023 / 칼륨 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202203949,202203949;196300064;199401023,"화, 척추압박골절, 건파열 등이 나타날 수 있다. 6) 지질ㆍ단백질 대사 : 음성질소평형, 지방간 등이 나타날 수 있다. 7) 체액ㆍ전해질 : 부종, 고혈압, 혈압상승, 저칼륨성 알칼리혈증, 나트륨저류, 체액저류, 종양용해증후군 등이 나타날 수 있다. 8) 눈 : 홍채염, 수정체 혼탁, 각막염, 시신경염 등이 나타날 수 있고, 연용에 의해",2026-06-14,high+adv_confirmed,moderate,true,true,,"덱사메타손을(를) 복용하는 경우 칼륨 상태에 영향이 있을 수 있어, 상태 확인이 필요할 수 있습니다. / 칼륨은 임의로 보충하면 위험할 수 있으므로, 보충 여부는 반드시 의사 또는 약사와 상담하세요.",덱사메타손은 미네랄코르티코이드 작용 약함 — 저칼륨 문구 누락 시 reject/needs_review.,confirm,202203949,"7) 체액ㆍ전해질 : 부종, 고혈압, 혈압상승, 저칼륨성 알칼리혈증, 나트륨저류, 체액저류, 종양용해증후군 등이 나타날 수 있다."
D-CORT-05,하이드로코르티손,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 하이드로코르티손 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,전신(경구) 제형 한정. 국소/외용은 필터 제외. 전신 품목 없으면 needs_review.,,,
D-CORT-06,플루드로코르티손,칼륨,monitoring,depletion,source_confirmed,식약처 nedrug getItemDetail / 플루드로코르티손 / itemSeq 199907231 / 칼륨 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199907231,199907231,"코르티손 또는 기타 유사한 당질코르티코이드와 함께 사용할 때 아래와 같은 이상반응을 주의한다. 1) 체액과 전해질 장애 : 나트륨ㆍ체액 저류, 울혈성 심부전, 칼륨소실, 저칼륨성 알칼리혈증, 고혈압, 부종, 심확대 2) 근골격계 : 근육쇠약, 스테로이드성 근증, 근육량감소, 골다공증, 척추압박골절, 대퇴골 및 상완골 말단의 무균성 괴사,",2026-06-14,high+adv_confirmed,moderate,true,true,,"플루드로코르티손을(를) 복용하는 경우 칼륨 상태에 영향이 있을 수 있어, 상태 확인이 필요할 수 있습니다. / 칼륨은 임의로 보충하면 위험할 수 있으므로, 보충 여부는 반드시 의사 또는 약사와 상담하세요.",강한 미네랄코르티코이드. 국내 유통 적음 — 품목 없으면 needs_review/hold.,confirm,199907231,"1) 체액과 전해질 장애 : 나트륨ㆍ체액 저류, 울혈성 심부전, 칼륨소실, 저칼륨성 알칼리혈증, 고혈압, 부종, 심확대"
D-CA-01,아세타졸아미드,칼륨,monitoring,depletion,source_confirmed,식약처 nedrug getItemDetail / 아세타졸아미드 / itemSeq 201403403 / 칼륨 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201403403,201403403,"단 사용하되, 특히 어린이, 노약자 사용 시에는 각별히 주의한다(유리앰플주사제에 한함). 2. 다음 환자에는 투여하지 말 것. 1) 고염소혈증성 산증, 저나트륨혈증 또는 저칼륨혈증 환자 2) 부신기능부전‧애디슨병 환자 3) 무뇨 환자 4) 간경변을 포함한 중증의 간질환 또는 간기능장애 환자(간성 뇌병증 또는 간성혼수가 나타날 수 있다. 이",2026-06-14,high+adv_confirmed,moderate,true,true,,"아세타졸아미드을(를) 복용하는 경우 칼륨 상태에 영향이 있을 수 있어, 상태 확인이 필요할 수 있습니다. / 칼륨은 임의로 보충하면 위험할 수 있으므로, 보충 여부는 반드시 의사 또는 약사와 상담하세요.",탄산탈수효소억제 이뇨작용 저칼륨혈증·대사성산증. 녹내장/고산병 적응증.,confirm,201403403,"2) 대사 : 때때로 저칼륨혈증, 저나트륨혈증을 포함한 대사성 산증 등의 전해질평형실조, 장기치료로 인한 골연화증, 고혈당/저혈당이 나타날 수 있다."
D-LOOP-01,부메타니드,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 부메타니드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,루프 class 저칼륨(푸로세미드 id17 패턴).,,,
D-LOOP-02,부메타니드,마그네슘,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 부메타니드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,low,false,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,루프 class 저마그네슘(id18 패턴). Mg는 칼륨카드 불필요.,,,
D-LOOP-03,피레타니드,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 피레타니드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,국내 유통 확인 우선 — 품목 없으면 needs_review/hold.,,,
D-LOOP-04,아조세미드,칼륨,monitoring,depletion,source_confirmed,식약처 nedrug getItemDetail / 아조세미드 / itemSeq 199001306 / 칼륨 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199001306,199001306,주의사항 폴딩 버튼 PDF다운로드 XML다운로드 HTML다운로드 변경이력 1. 다음 환자에는 투여하지 말 것. 1) 중증의 간기능장애 환자(간성혼수 환자) 2) 저나트륨·저칼륨혈증 환자 3) 무뇨 환자 4) 혈액량이 현저히 감소하여 혈압이 저하된 환자 5) 설폰아미드계 약물에 과민증 환자(교차반응이 나타날 수 있다.) 6) 이 약은 유당을,2026-06-14,high+adv_confirmed,moderate,true,true,,"아조세미드을(를) 복용하는 경우 칼륨 상태에 영향이 있을 수 있어, 상태 확인이 필요할 수 있습니다. / 칼륨은 임의로 보충하면 위험할 수 있으므로, 보충 여부는 반드시 의사 또는 약사와 상담하세요.",국내 유통 루프(유리논 계열). 저칼륨.,confirm,199001306,"3. 부작용 1) 대사 : 때때로 저칼륨혈증, 저나트륨혈증, 저염소혈증성 알칼리증 등의 전해질평형실조, 고뇨산혈증, BUN·혈청크레아티닌의 상승, 드물게 고혈당이 나타날 수 있으므로 충분히 관찰하고"
D-LOOP-05,아조세미드,마그네슘,monitoring,depletion,reject,식약처 nedrug getItemDetail / 아조세미드 / 확인 itemSeq 199001306 / 마그네슘 동거어 없음 / 확인일 2026-06-14,199001306,,2026-06-14,label_missing,low,false,false,fetch 1품목 상호작용/주의/이상반응 문맥에 마그네슘 방향성 동거어 없음 — 한국 허가사항 미기재(literature only 가능). 계열 유추 채택 금지.,,루프 class 저마그네슘.,,,
D-THZ-01,메토라존,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 메토라존 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,치아지드유사 class 저칼륨(인다파미드/클로르탈리돈 선례).,,,
D-THZ-02,메토라존,마그네슘,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 메토라존 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,low,false,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,치아지드유사 class 저마그네슘.,,,
D-THZ-03,트리클로르메티아지드,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 트리클로르메티아지드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,치아지드 class 저칼륨(HCTZ id19 패턴). 국내 다수 유통.,,,
D-THZ-04,트리클로르메티아지드,마그네슘,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 트리클로르메티아지드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,low,false,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,치아지드 class 저마그네슘.,,,
D-THZ-05,벤드로플루메티아지드,칼륨,monitoring,depletion,needs_review,식약처 nedrug searchDrug / 벤드로플루메티아지드 / 국내 대표 품목 미확보 / 확인일 2026-06-14,,,2026-06-14,no_product,moderate,true,false,국내 완제·경구·정상·단일성분 대표 품목 미확보(검색 0건/네트워크) — 재확인 필요.,,국내 단일제 유통 불확실(복합 가능) — 품목 없으면 needs_review/hold.,,,
D-THY-01,레보티록신,아연,separation,absorption,reject,식약처 nedrug getItemDetail / 레보티록신 / 확인 itemSeq 197400278;200301116;200401821 / 아연 동거어 없음 / 확인일 2026-06-14,197400278;200301116;200401821,,2026-06-14,label_missing,low,false,false,fetch 3품목 상호작용/주의/이상반응 문맥에 아연 방향성 동거어 없음 — 한국 허가사항 미기재(literature only 가능). 계열 유추 채택 금지.,,레보티록신×Mg는 Q08 reject 전례(라벨 미기재). 아연도 직접 동거어 없으면 reject.,,,
F-FQ-02,레보티록신,마그네슘,separation,absorption,reject,식약처 nedrug getItemDetail / 레보티록신 / 확인 itemSeq 197400278;200301116;200401821 / 마그네슘 동거어 없음 / 확인일 2026-06-14,197400278;200301116;200401821,,2026-06-14,label_missing,low,false,false,Q08 레보티록신×Mg 미기재 확정 재확인(상호작용 문맥 동거어 없음).,,Q08 레보티록신×Mg 미기재 확정 — carry-forward reject 예상. 재확인용.,,,
D-THY-02,리오티로닌,칼슘,separation,absorption,source_confirmed,식약처 nedrug getItemDetail / 리오티로닌 / itemSeq 201503196 / 칼슘 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201503196,201503196,"여시 혈당치 및 환자의 상태를 충분히 관찰하면서 두 약물의 투여량을 조절하는 등 신중히 투여한다. 5) 콜레스티라민, 콜레스티마이드, 철분제제, 알루미늄함유 제산제, 탄산칼슘, 탄산란탄수화물, 세벨라머염산염과 병용투여시 이 약의 흡수가 지연 또는 감소될 수 있으므로 투여간격을 주의하며 신중히 투여한다. 6) 항전간제(페니토인, 카르바마제핀",2026-06-14,high+adv_confirmed,low,false,true,,리오티로닌과(와) 칼슘이(가) 함유된 제품을 같은 시간에 복용하면 리오티로닌의 흡수가 줄어들 가능성이 있습니다. / 같은 시간대 복용은 피하고 시간 간격을 두는 것이 도움이 될 수 있습니다. 구체적인 간격은 약사 또는 의사와 상담하세요.,T3. 국내 단일제 유통 제한적 — 품목 없으면 hold. class 유추는 source 아님(직접 문구 필수).,confirm,201503196,"콜레스티라민, 콜레스티마이드, 철분제제, 알루미늄함유 제산제, 탄산칼슘, 탄산란탄수화물, 세벨라머염산염과 병용투여시 이 약의 흡수가 지연 또는 감소될 수 있으므로 투여간격을 주의하며 신중히 투여한다."
D-THY-03,리오티로닌,철분,separation,absorption,source_confirmed,식약처 nedrug getItemDetail / 리오티로닌 / itemSeq 201503196 / 철분 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201503196,201503196,"절 조건이 변화될 수 있으므로 병용투여시 혈당치 및 환자의 상태를 충분히 관찰하면서 두 약물의 투여량을 조절하는 등 신중히 투여한다. 5) 콜레스티라민, 콜레스티마이드, 철분제제, 알루미늄함유 제산제, 탄산칼슘, 탄산란탄수화물, 세벨라머염산염과 병용투여시 이 약의 흡수가 지연 또는 감소될 수 있으므로 투여간격을 주의하며 신중히 투여한다.",2026-06-14,high+adv_confirmed,low,false,true,,리오티로닌과(와) 철분이(가) 함유된 제품을 같은 시간에 복용하면 리오티로닌의 흡수가 줄어들 가능성이 있습니다. / 같은 시간대 복용은 피하고 시간 간격을 두는 것이 도움이 될 수 있습니다. 구체적인 간격은 약사 또는 의사와 상담하세요.,T3 × 철. 품목 없으면 hold.,confirm,201503196,"5) 콜레스티라민, 콜레스티마이드, 철분제제, 알루미늄함유 제산제, 탄산칼슘, 탄산란탄수화물, 세벨라머염산염과 병용투여시 이 약의 흡수가 지연 또는 감소될 수 있으므로 투여간격을 주의하며 신중히 투여한다."
F-FQ-01,목시플록사신,칼슘,separation,absorption,reject,식약처 nedrug getItemDetail / 목시플록사신 / itemSeq 201309618;201310000;199906848 / 칼슘 동거어 / 확인일 2026-06-14 | https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201309618,201309618;201310000;199906848,"함께 투여시 흡수 억제로 이 약의 이용율이 80 %까지 감소하였다. 그러므로, 과량투여시 초기 흡수 상태에 약용탄을 투여하여 추가적인 전신 노출을 막을 수 있다. 9) 칼슘 보충제 : 고용량의 칼슘 보충제와 함께 투여할 때, 흡수율이 약간 감소한 반면에 흡수 정도는 영향을 받지 않았다. 이 약의 흡수에 대한 고용량 칼슘 보충제의 영향은",2026-06-14,refuted,low,false,false,"적대적 검증 반증: Re-fetched all 3 itemSeqs (201309618 모록사신정400mg, 201310000 모벨록신정400mg, 199906848 아벨록스정400mg) — all confirmed 완제 single-ingredient oral 목시플록사신염산염 tablets, evidence is in moxifloxacin's OWN label (lenses 1/3/4 PASS). However DIRECTION FAILS d",,목시는 Fe/Mg/Zn 킬레이션 위주 — 칼슘 직접 동거어 불확실. 없으면 reject(이미 id24/25/46 covered).,refute,201309618,"9) 칼슘 보충제 : 고용량의 칼슘 보충제와 함께 투여할 때, 흡수율이 약간 감소한 반면에 흡수 정도는 영향을 받지 않았다. 이 약의 흡수에 대한 고용량 칼슘 보충제의 영향은 임상적으로 관련성이 없는 것으로 보인다."
F-STA-01,로수바스타틴,코엔자임Q10,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,literature_only,moderate,false,false,한국 허가사항 미기재 예상(CoQ10). source-policy(이차문헌 허용) 결정 전 영구 보류.,,최대 커버리지 레버(name_only 472)이나 라벨 근거 없음 — 임의 통합 금지.,,,
F-STA-02,아토르바스타틴,코엔자임Q10,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,literature_only,moderate,false,false,허가사항 미기재 예상. source-policy 결정 전 보류.,,name_only 267.,,,
F-STA-03,심바스타틴,코엔자임Q10,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,literature_only,moderate,false,false,허가사항 미기재 예상. 보류.,,,,,
F-STA-04,피타바스타틴,코엔자임Q10,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,literature_only,moderate,false,false,허가사항 미기재 예상. 보류.,,,,,
F-STA-05,프라바스타틴,코엔자임Q10,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,literature_only,moderate,false,false,허가사항 미기재 예상. 보류.,,잔여 스타틴 최저우선.,,,
F-H2-01,파모티딘,비타민B12,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,label_missing_confirmed,moderate,false,false,A티어 확인서 미기재(missing) 확정(구 Q15/E07). 재fetch 불필요. source-policy 결정 시에만 재검토.,,위산억제 인접 기전이나 라벨 동거 없음.,,,
F-H2-02,라푸티딘,비타민B12,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,label_missing_confirmed,moderate,false,false,missing 확정(구 Q15/E09).,,,,,
F-H2-03,니자티딘,비타민B12,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,label_missing_confirmed,moderate,false,false,missing 확정(구 Q15/E10).,,,,,
F-PPI-01,일라프라졸,마그네슘,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,low_index,low,false,false,index 2품목뿐 — 한계효용 낮음. PPI class 저마그네슘 패턴은 존재하나 우선순위 hold.,,확인 시 id14/16 톤 승계 가능.,,,
F-PPI-02,일라프라졸,비타민B12,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,low_index,low,false,false,index 2품목뿐. PPI class B12 패턴 존재하나 hold.,,확인 시 id13/32 톤 승계 가능.,,,
F-TET-01,테트라사이클린,칼슘,absorption,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,low_index,low,false,false,테트라사이클린 원성분 index 1품목 — near-zero coverage. 독시/미노 톤 존재하나 hold.,,,,,
D-BIG-01,부포르민,비타민B12,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,not_marketed_kr,low,false,false,부포르민/펜포르민 국내 미유통 가능성 — 시장 의미 0. 현행 비구아나이드는 메트포르민 단일(id12 라이브).,,class 유추는 source 아님.,,,
D-THZ-06,히드로클로로티아지드,칼슘,retention,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,wrong_direction,moderate,false,false,치아지드는 칼슘 배설을 '감소'(고칼슘혈증 방향) — depletion 후보 아님. 혼동방지 hold. HCTZ는 K/Mg covered.,,잘못된 depletion 후보화 방지 기록용.,,,
D-SGLT2-01,다파글리플로진,마그네슘,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,direction_uncertain,low,false,false,SGLT2는 혈청 Mg 상승 보고 우세 — depletion 가정 부적합 가능. 근거 확인 전 채택 금지.,,,,,
D-SGLT2-02,엠파글리플로진,마그네슘,depletion,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,direction_uncertain,low,false,false,D-SGLT2-01과 동일 — 상승 보고 우세.,,,,,
F-CEPH-IDX-01,세프디니르,철분,absorption,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,relation_exists,low,false,false,id42 이미 라이브. relation 신설 불필요 — index/alias 충실도 트랙(데이터 무변경).,,relation 트랙 아님.,,,
F-WAR-01,와파린,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,CLAUDE.md 영구 금지(antagonism·임상판단 행). source 확인 금지.,,안전 정책상 영구 비대상.,,,
F-DOAC-01,리바록사반,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항응고·임상판단·출혈위험. source 확인 금지.,,,,,
F-DOAC-02,아픽사반,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항응고·임상판단 영역. source 확인 금지.,,,,,
F-DOAC-03,다비가트란,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항응고·임상판단 영역. source 확인 금지.,,,,,
F-DOAC-04,에독사반,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항응고·임상판단 영역. source 확인 금지.,,,,,
F-APL-01,아스피린(저용량 항혈소판),비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항혈소판·출혈·임상판단. source 확인 금지.,,,,,
F-APL-02,클로피도그렐,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항혈소판·출혈·임상판단. source 확인 금지.,,,,,
F-APL-03,실로스타졸,비타민K,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항혈소판·출혈·임상판단. source 확인 금지.,,,,,
F-ONC-01,메토트렉세이트,엽산,antagonism,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항암·엽산길항·임상판단. clinical reviewer 전 대상 아님.,,,,,
F-ONC-02,타목시펜,비타민D/칼슘,unknown,,hold,carry-forward / 확인일 2026-06-14,,,2026-06-14,high_risk,high,false,false,항암·호르몬요법·임상판단. 대상 아님.,,,,,
