group,item_seq,item_name,base,fetched,ca_absorption_signal,fracture_mention,hypocalcemia_mention,antacid_role,ca_absorption_evidence,fracture_evidence,antacid_evidence,source_url,source_checked_at
combo_C,202500561,란소앤정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500561,2026-06-13
combo_C,202500562,란탄듀오정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500562,2026-06-13
combo_C,202500563,란사톤듀오정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500563,2026-06-13
combo_C,202500564,란스타정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500564,2026-06-13
combo_C,202500565,란소듀오정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500565,2026-06-13
combo_C,202500566,뉴란소엑스정15/600밀리그램,란소프라졸,1,no,YES,no,YES,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음","약리작용 - 란소프라졸 : 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘 : 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 24명을 대상으로 한 무작위 배정, 공개, 반복투",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202500566,2026-06-13
combo_C,202600357,라베피드정20/600밀리그램,라베프라졸,1,no,YES,no,YES,,"다형홍반, 독성표피괴사용해(리엘증후군) 및 피부점막안증후군(스티븐스-존슨 증후군)이 보고되었다. 와르파린과 병용시 INR과 프로트롬빈 시간 증가가 보고되었다. 뼈골절, 위저선 용종이 보고되었다. 실험실적 검사에서 라베프라졸 치료와 관련이 있는 다른 뚜렷한 비정상적인 검사결과는 보고되지 않았다. 클로스트리듐 디피실레성 설사","약리작용 - 라베프라졸: 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘: 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 38명을 대상으로 한 무작위 배정, 공개, 반복투여",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202600357,2026-06-13
combo_C,202600358,라베피드정10/600밀리그램,라베프라졸,1,no,YES,no,YES,,"다형홍반, 독성표피괴사용해(리엘증후군) 및 피부점막안증후군(스티븐스-존슨 증후군)이 보고되었다. 와르파린과 병용시 INR과 프로트롬빈 시간 증가가 보고되었다. 뼈골절, 위저선 용종이 보고되었다. 실험실적 검사에서 라베프라졸 치료와 관련이 있는 다른 뚜렷한 비정상적인 검사결과는 보고되지 않았다. 클로스트리듐 디피실레성 설사","작용 - 라베프라졸나트륨: 양성자펌프억제제(PPI, proton pump inhibitor)로서 H+/K+-ATPase를 억제하여 위산 분비를 억제한다. - 침강탄산칼슘: 약알칼리성 약물로서 위산을 중화시켜 위내 산도를 감소시킨다. 2) 약동학/약력학적 정보 건강한 성인 38명을 대상으로 한 무작위 배정, 공개, 반복투여",https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202600358,2026-06-13
single_PPI,201308978,란소프라졸 단일(대표),란소프라졸,1,no,YES,no,no,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음",,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201308978,2026-06-13
single_PPI,201308053,란소프라졸 단일(대표2),란소프라졸,1,no,YES,no,no,,"소증, 혈소판감소증, 혈전성혈소판감소자반증, 호산구증가 (4) 대사 및 영양계 : 저마그네슘혈증 (5) 감염 : 클로스트리듐 디피실레성 설사 (6) 근골격계 : 골절, 근육염 (7) 피부 및 부속기관 : 다형홍반, 독성표피괴사용해(리엘증후군)(일부태아), 피부점막안증후군(스티븐스-존슨증후군)을 수반한 심각한 피부반응 다음",,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201308053,2026-06-13
single_PPI,201405854,경보라베프라졸정10mg,라베프라졸,1,no,YES,no,no,,"다형홍반, 독성표피괴사용해(리엘증후군) 및 피부점막안증후군(스티븐스-존슨 증후군)이 보고되었다. 와르파린과 병용시 INR과 프로트롬빈 시간 증가가 보고되었다. 뼈골절이 보고되었다. 실험실적 검사에서 라베프라졸 치료와 관련이 있는 다른 뚜렷한 비정상적인 검사결과는 보고되지 않았다. 클로스트리듐 디피실레성 설사가 나타날 수",,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201405854,2026-06-13
single_PPI,201308942,라베프라졸 단일(대표2),라베프라졸,1,no,YES,no,no,,"다형홍반, 독성표피괴사용해(리엘증후군) 및 피부점막안증후군(스티븐스-존슨 증후군)이 보고되었다. 와르파린과 병용시 INR과 프로트롬빈 시간 증가가 보고되었다. 뼈골절이 보고되었다. 실험실적 검사에서 라베프라졸 치료와 관련이 있는 다른 뚜렷한 비정상적인 검사결과는 보고되지 않았다. 클로스트리듐 디피실레성 설사가 나타날 수",,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201308942,2026-06-13
