candidate_alias,canonical_ingredient,item_seq,item_name,ingr_name,source_url,source_method,source_checked_at,detail_source_method,detail_checked_at,confidence,risk_level,batch_id,approved_ready,incorporated,reason,reviewer_required
레보푸라신정(레보플록사신수화물),레보플록사신,199903254,레보푸라신정(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199903254,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보푸라신정250밀리그램(레보플록사신수화물),레보플록사신,201701601,레보푸라신정250밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201701601,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보프사정100밀리그램(레보플록사신수화물),레보플록사신,202003099,레보프사정100밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202003099,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보플라정100밀리그램(레보플록사신수화물),레보플록사신,201906311,레보플라정100밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201906311,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보플라정500밀리그램(레보플록사신수화물),레보플록사신,201906213,레보플라정500밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201906213,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보플러스정750밀리그램(레보플록사신수화물),레보플록사신,201406125,레보플러스정750밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201406125,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
레보플로정(레보플록사신수화물),레보플록사신,201403940,레보플로정(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201403940,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
시플록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,200404700,시플록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200404700,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
시플록큐정250mg(시프로플록사신염산염수화물),시프로플록사신,201604019,시플록큐정250mg(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201604019,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이러스정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201309509,싸이러스정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201309509,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이로칸정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,199401754,싸이로칸정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199401754,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이스펙정250밀리그램(시프로플록사신염산염),시프로플록사신,199202497,싸이스펙정250밀리그램(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199202497,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이신정250밀리그램(시프로플록사신염산염),시프로플록사신,199000362,싸이신정250밀리그램(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199000362,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이신정500밀리그램(시프로플록사신염산염),시프로플록사신,199000363,싸이신정500밀리그램(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199000363,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이프로신정250mg(시프로플록사신염산염수화물),시프로플록사신,201403459,싸이프로신정250mg(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201403459,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이프로정(시프로플록사신염산염),시프로플록사신,199300927,싸이프로정(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199300927,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이플록신정100밀리그람(염산시프로플록사신),시프로플록사신,200201509,싸이플록신정100밀리그람(염산시프로플록사신),염산시프로플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200201509,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이플록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,199601533,싸이플록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199601533,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
싸이플록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201903428,싸이플록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201903428,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨록사신정(시프로플록사신염산염수화물),시프로플록사신,201600601,씨록사신정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201600601,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,199201214,씨록신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199201214,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,199001346,씨록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199001346,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨에프정250mg(시프로플록사신염산염),시프로플록사신,199900995,씨에프정250mg(시프로플록사신염산염),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199900995,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨큐로베이정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201500661,씨큐로베이정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201500661,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨트로정(시프로플록사신염산염수화물),시프로플록사신,200707894,씨트로정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200707894,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
씨팍신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201403586,씨팍신정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201403586,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
애드본정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산,200501583,애드본정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200501583,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
타이본위클리정(알렌드론산나트륨삼수화물),알렌드론산,200502771,타이본위클리정(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200502771,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
파렌드정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산,200604294,파렌드정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200604294,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
포사렌드정(알렌드론산나트륨수화물),알렌드론산,200502154,포사렌드정(알렌드론산나트륨수화물),알렌드론산나트륨수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200502154,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
포사로닌정70밀리그람(알렌드론산나트륨수화물),알렌드론산,200605491,포사로닌정70밀리그람(알렌드론산나트륨수화물),알렌드론산나트륨수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200605491,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
포사롱정70밀리그램(알렌드론산나트륨수화물),알렌드론산,200500070,포사롱정70밀리그램(알렌드론산나트륨수화물),알렌드론산나트륨수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200500070,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
타록시드정100밀리그램(오플록사신),오플록사신,199200490,타록시드정100밀리그램(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199200490,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
텔비트정100밀리그람(오플록사신),오플록사신,199200705,텔비트정100밀리그람(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199200705,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
투록신정(오플록사신),오플록사신,198701772,투록신정(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=198701772,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
투프로정100밀리그램(오플록사신),오플록사신,201904339,투프로정100밀리그램(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201904339,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
파비드정(오플록사신),오플록사신,198700537,파비드정(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=198700537,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
파비스오플록사신정,오플록사신,199401661,파비스오플록사신정,오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199401661,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
팜젠오플록사신정,오플록사신,200402467,팜젠오플록사신정,오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200402467,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
프락신정100밀리그람(오플록사신),오플록사신,199300815,프락신정100밀리그람(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199300815,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.6-batch-6,true,false,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true
