candidate_alias,canonical_ingredient,item_seq,item_name,ingr_name,source_url,source_method,source_checked_at,detail_source_method,detail_checked_at,confidence,risk_level,batch_id,approved_ready,incorporated,reason,reviewer_required,incorporated_alias_batch,incorporated_at
레폭신정(레보플록사신수화물),레보플록사신,199806978,레폭신정(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199806978,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
레프렉스정100mg(레보플록사신수화물),레보플록사신,201506122,레프렉스정100mg(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201506122,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
레프로신정(레보플록사신수화물),레보플록사신,200202476,레프로신정(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200202476,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루세라서방정500mg(메트포르민염산염),메트포르민,201400115,글루세라서방정500mg(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201400115,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루엠서방정(메트포르민염산염),메트포르민,201402909,글루엠서방정(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201402909,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코닐정(메트포르민염산염),메트포르민,198500241,글루코닐정(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=198500241,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코다운정1000밀리그램(메트포르민염산염),메트포르민,201604291,글루코다운정1000밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201604291,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코다운정250밀리그램(메트포르민염산염),메트포르민,201604290,글루코다운정250밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201604290,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코다운정500밀리그램(메트포르민염산염),메트포르민,200400361,글루코다운정500밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200400361,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코젠정500밀리그램(메트포르민염산염),메트포르민,200301345,글루코젠정500밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200301345,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코파지엑스알1000밀리그램서방정(메트포르민염산염),메트포르민,201002150,글루코파지엑스알1000밀리그램서방정(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201002150,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코파지엑스알서방정(메트포르민염산염),메트포르민,200511029,글루코파지엑스알서방정(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200511029,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코파지정1000밀리그램(메트포르민염산염),메트포르민,200807809,글루코파지정1000밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200807809,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코파지정250밀리그램(메트포르민염산염),메트포르민,200401014,글루코파지정250밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200401014,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
글루코파지정500밀리그램(메트포르민염산염),메트포르민,200401015,글루코파지정500밀리그램(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200401015,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨록탄정500밀리그램(시프로플록사신염산염수화물),시프로플록사신,201602319,씨록탄정500밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201602319,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨큐로바이정(시프로플록사신염산염수화물),시프로플록사신,201908109,씨큐로바이정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201908109,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨티신정(시프로플록사신염산염수화물),시프로플록사신,201801841,씨티신정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201801841,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨프로바이정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201905731,씨프로바이정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201905731,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨프록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,201900299,씨프록정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201900299,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨프록탄정250밀리그램(시프로플록사신염산염수화물),시프로플록사신,199602021,씨프록탄정250밀리그램(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199602021,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨프록탄정500mg(시프로플록사신염산염수화물),시프로플록사신,199602022,씨프록탄정500mg(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199602022,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨프론정250mg(시프로플록사신염산염수화물),시프로플록사신,201208643,씨프론정250mg(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201208643,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨플로정(시프로플록사신염산염),시프로플록사신,201802241,씨플로정(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201802241,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨플록스정(시프로플록사신염산염수화물),시프로플록사신,201903855,씨플록스정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201903855,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
씨플록정250mg(시프로플록사신염산염수화물),시프로플록사신,201800299,씨플록정250mg(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201800299,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
알리코염산시프로플록사신정250밀리그람,시프로플록사신,199800906,알리코염산시프로플록사신정250밀리그람,시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199800906,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
포사퀸정70밀리그람(알렌드론산나트륨),알렌드론산,200500125,포사퀸정70밀리그람(알렌드론산나트륨),알렌드론산나트륨,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200500125,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오라섹캡슐(오메프라졸),오메프라졸,200707212,오라섹캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200707212,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메그린캡슐(오메프라졸),오메프라졸,202003930,오메그린캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=202003930,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메다캡슐(오메프라졸),오메프라졸,201903858,오메다캡슐(오메프라졸),오메프라졸 장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201903858,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메드정10밀리그램(오메프라졸),오메프라졸,199902308,오메드정10밀리그램(오메프라졸),오메프라졸,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199902308,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메드정20밀리그램(오메프라졸),오메프라졸,199302187,오메드정20밀리그램(오메프라졸),오메프라졸,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199302187,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메딘캡슐(오메프라졸),오메프라졸,200402023,오메딘캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200402023,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메라핀캡슐(오메프라졸),오메프라졸,201505489,오메라핀캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201505489,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메존캡슐(오메프라졸),오메프라졸,200402694,오메존캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200402694,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메졸캡슐(오메프라졸),오메프라졸,201405114,오메졸캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201405114,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메큐캡슐(오메프라졸),오메프라졸,199700548,오메큐캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199700548,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메타졸캡슐(오메프라졸),오메프라졸,201502449,오메타졸캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201502449,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
오메톤캡슐(오메프라졸),오메프라졸,200401456,오메톤캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200401456,nedrug.getItemDetail,2026-06-12,nedrug.getItemDetail,2026-06-12,high,low,v0.6-batch-7,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.6-batch7,2026-06-12
