candidate_alias,canonical_ingredient,item_seq,item_name,ingr_name,source_url,source_method,source_checked_at,detail_source_method,detail_checked_at,confidence,risk_level,batch_id,approved_ready,incorporated,reason,reviewer_required,incorporated_alias_batch,incorporated_at
레록신정(레보플록사신수화물),레보플록사신,199801298,레록신정(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199801298,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
레보건정100밀리그램(레보플록사신수화물),레보플록사신,201903825,레보건정100밀리그램(레보플록사신수화물),레보플록사신수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201903825,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
글라비스정(메트포르민염산염),메트포르민,200400304,글라비스정(메트포르민염산염),메트포르민염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200400304,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
미래시프로플록사신정,시프로플록사신,199602137,미래시프로플록사신정,시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199602137,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
베아신정250밀리그램(시프로플록사신염산염),시프로플록사신,200807647,베아신정250밀리그램(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200807647,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
베아신정500밀리그램(시프로플록사신염산염),시프로플록사신,201601711,베아신정500밀리그램(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201601711,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
사이톱신정(시프로플록사신염산염),시프로플록사신,198801052,사이톱신정(시프로플록사신염산염),시프로플록사신염산염,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=198801052,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
삼성시플로프록사신정(시프로플록사신염산염수화물),시프로플록사신,200000453,삼성시플로프록사신정(시프로플록사신염산염수화물),시프로플록사신염산염수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200000453,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
비스본정(알렌드론산나트륨수화물),알렌드론산,200501531,비스본정(알렌드론산나트륨수화물),알렌드론산나트륨수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200501531,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
아렌맥스정(알렌드론산나트륨삼수화물),알렌드론산,200502717,아렌맥스정(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200502717,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
알드렌정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산,200805740,알드렌정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200805740,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
알레네정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산,201603153,알레네정70밀리그램(알렌드론산나트륨삼수화물),알렌드론산나트륨삼수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201603153,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
알렌드로정70밀리그램(알렌드론산나트륨수화물),알렌드론산,200500211,알렌드로정70밀리그램(알렌드론산나트륨수화물),알렌드론산나트륨수화물,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200500211,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
바로메졸캡슐(오메프라졸),오메프라졸,199907296,바로메졸캡슐(오메프라졸),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199907296,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
바이넥스오메프라졸캡슐(오메프라졸장용성과립),오메프라졸,200410999,바이넥스오메프라졸캡슐(오메프라졸장용성과립),오메프라졸장용성과립,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200410999,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
서울오플록사신정,오플록사신,201902566,서울오플록사신정,오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=201902566,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
셀릭스오플록사신정100밀리그램,오플록사신,200401862,셀릭스오플록사신정100밀리그램,오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200401862,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
셀트리온오플록신정100밀리그램(오플록사신),오플록사신,200500476,셀트리온오플록신정100밀리그램(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200500476,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
안플레임정(오플록사신),오플록사신,199703570,안플레임정(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199703570,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
에펙신정100밀리그램(오플록사신),오플록사신,199100426,에펙신정100밀리그램(오플록사신),오플록사신,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199100426,nedrug.getItemDetail,2026-06-11,nedrug.getItemDetail,2026-06-11,high,low,v0.5-batch-3,true,true,getItemDetail 상세확정(품목명·단일주성분 일치). 사람 검토 후 다음 batch 반영 대상,true,v0.5-batch3,2026-06-11
